start_year,state,site,summary,event_quote,lat,lon
1618,Distrito Federal,Mexico,Carestí­a de cereales,"“Hambre. Inundaciones. Sequía. Precios elevados de los cereales en la ciudad de México.” Julio de 1618. Espinosa et al., 1987:91",19.43264649,-99.13325795
1618,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1618,Mï¿½xico,unspecified site,Sequí­a,"“Sequía.” Malvido, 1973:97",19.49828005,-99.04413125
1618,Puebla,Cholula,Drought,sequia,19.06203262,-98.30640045
1618,Puebla,Tepeaca,Calores excesivos,"“Desde el año anterior de 1618 comenzó un fuerte y excesivo calor del sol que secó todos los sembrados y frutos de la tierra, y en el mismo año de 1618 a 8 de noviembre se vieron dos cometas que los indios decían que humeaban dos estrellas, siendo guardián fray Sebastián de Gama […] Mas dice en el renglón, debajo de las dos estrellas o cometas, que la vista de los cometas era de admiración, pasmo en España y no de los indios antiguos de esta América.” Anales de Tepeaca:404",18.96675759,-97.90250568
1618,Puebla,unspecified site,Helada,"“Siendo gobernador don Gregorio Nacianceno, se comió las plantas el hielo y humearon en gran manera las estrellas y comenzó la contribución de tres pesos.” Anales de Puebla y Tlaxcala, núm. 1, pte. 3a.:360",18.54794342,-97.89651992
1618,Tlaxcala,Tlaxcala,Frost,TLACECUALOC MATLACTICA YN CE METZTLI YUAN POPOCAC CITLALLIN,19.31730126,-98.23890287
1618,Tlaxcala,Tlaxcala,Frost, tlacecualoc matlactica in ce metztli ihuan popocac cicitlaltin oncan peuhque tlacalaquitli yeyei pesos,19.31730126,-98.23890287
1618,Tlaxcala,unspecified site,Helada,"“Siendo gobernador don Gregorio Nacianceno, se comió las plantas el hielo y humearon en gran manera las estrellas y comenzó la contribución de tres pesos.” Anales de Puebla y Tlaxcala, núm. 1, pte. 3a.:360",19.42860564,-98.16841472
1618,Veracruz de Ignacio de la Llave,Chacaltianguiz,Hambre,"El 14 de febrero el virrey marqués de Guadalcázar mandó al justicia de la jurisdicción de Tlacotalpa no ocupe los indios en el ministerio de cortar madera ni otro alguno de su servicio debido a la relación que el teniente de corregidor de aquel partido les compele de ordinario a que vayan al monte a cortarle madera y se la traigan a la ciudad de la Veracruz y otras partes, en que se ocupan todo el año, por “cuya causa no hacen sus sementeras ni se pueden sustentar y mueren de hambre ellos y sus mujeres e hijos, por tenerlos como los tiene en el monte 30 y 40 días obligándoles a desamparar sus mujeres y casas, llevándoselas con esta ocasión los vaqueros de las estancias comarcanas, por lo cual se han ausentado muchos de los naturales y lo harán los demás si los dichos agravios pasan adelante, pidiéndome mandase al dicho teniente no les haga las dichas molestias con pena que para ello se le ponga, y por mí visto, por el presente mando a la justicia de aquella jurisdicción, no ocupe los indios en el ministerio de cortar madera ni otro alguno de su servicio, dejándolos acudir a sus sementeras, y castigue las personas que les hicieron agravio, con apercibimiento que se proveerá lo que conveng.” Zavala y Castelo, 1980, VI:310-311; AGNM, Indios, v. 7, ff. 129-129v",18.30485050,-95.84217156
1618,Veracruz de Ignacio de la Llave,Guascaltepeque,Hambre,"El 14 de febrero el virrey marqués de Guadalcázar mandó al justicia de la jurisdicción de Tlacotalpa no ocupe los indios en el ministerio de cortar madera ni otro alguno de su servicio debido a la relación que el teniente de corregidor de aquel partido les compele de ordinario a que vayan al monte a cortarle madera y se la traigan a la ciudad de la Veracruz y otras partes, en que se ocupan todo el año, por “cuya causa no hacen sus sementeras ni se pueden sustentar y mueren de hambre ellos y sus mujeres e hijos, por tenerlos como los tiene en el monte 30 y 40 días obligándoles a desamparar sus mujeres y casas, llevándoselas con esta ocasión los vaqueros de las estancias comarcanas, por lo cual se han ausentado muchos de los naturales y lo harán los demás si los dichos agravios pasan adelante, pidiéndome mandase al dicho teniente no les haga las dichas molestias con pena que para ello se le ponga, y por mí visto, por el presente mando a la justicia de aquella jurisdicción, no ocupe los indios en el ministerio de cortar madera ni otro alguno de su servicio, dejándolos acudir a sus sementeras, y castigue las personas que les hicieron agravio, con apercibimiento que se proveerá lo que conveng.” Zavala y Castelo, 1980, VI:310-311; AGNM, Indios, v. 7, ff. 129-129v",17.83640576,-95.84431714
1618,Veracruz de Ignacio de la Llave,Otatitlï¿½n,Hambre,"El 14 de febrero el virrey marqués de Guadalcázar mandó al justicia de la jurisdicción de Tlacotalpa no ocupe los indios en el ministerio de cortar madera ni otro alguno de su servicio debido a la relación que el teniente de corregidor de aquel partido les compele de ordinario a que vayan al monte a cortarle madera y se la traigan a la ciudad de la Veracruz y otras partes, en que se ocupan todo el año, por “cuya causa no hacen sus sementeras ni se pueden sustentar y mueren de hambre ellos y sus mujeres e hijos, por tenerlos como los tiene en el monte 30 y 40 días obligándoles a desamparar sus mujeres y casas, llevándoselas con esta ocasión los vaqueros de las estancias comarcanas, por lo cual se han ausentado muchos de los naturales y lo harán los demás si los dichos agravios pasan adelante, pidiéndome mandase al dicho teniente no les haga las dichas molestias con pena que para ello se le ponga, y por mí visto, por el presente mando a la justicia de aquella jurisdicción, no ocupe los indios en el ministerio de cortar madera ni otro alguno de su servicio, dejándolos acudir a sus sementeras, y castigue las personas que les hicieron agravio, con apercibimiento que se proveerá lo que conveng.” Zavala y Castelo, 1980, VI:310-311; AGNM, Indios, v. 7, ff. 129-129v",18.17707566,-96.03273435
1618,Veracruz de Ignacio de la Llave,Tlaujalpan,Hambre,"El 14 de febrero el virrey marqués de Guadalcázar mandó al justicia de la jurisdicción de Tlacotalpa no ocupe los indios en el ministerio de cortar madera ni otro alguno de su servicio debido a la relación que el teniente de corregidor de aquel partido les compele de ordinario a que vayan al monte a cortarle madera y se la traigan a la ciudad de la Veracruz y otras partes, en que se ocupan todo el año, por “cuya causa no hacen sus sementeras ni se pueden sustentar y mueren de hambre ellos y sus mujeres e hijos, por tenerlos como los tiene en el monte 30 y 40 días obligándoles a desamparar sus mujeres y casas, llevándoselas con esta ocasión los vaqueros de las estancias comarcanas, por lo cual se han ausentado muchos de los naturales y lo harán los demás si los dichos agravios pasan adelante, pidiéndome mandase al dicho teniente no les haga las dichas molestias con pena que para ello se le ponga, y por mí visto, por el presente mando a la justicia de aquella jurisdicción, no ocupe los indios en el ministerio de cortar madera ni otro alguno de su servicio, dejándolos acudir a sus sementeras, y castigue las personas que les hicieron agravio, con apercibimiento que se proveerá lo que conveng.” Zavala y Castelo, 1980, VI:310-311; AGNM, Indios, v. 7, ff. 129-129v",18.23175000,-95.94988000
1618,Yucatï¿½n,unspecified site,Hambre,"Hambruna y langosta. Farriss, 1992:108",20.74805532,-88.91936547
1618,Yucatï¿½n,unspecified site,Plaga de langosta,"El 23 de junio “pareció tan gran multitud de langostas, que cubrían los campos y caminos: cosa que puso gran temor en toda esta tierra y recordó la devoción del santo (san Juan Bautista). Hicieron voto de ir todos los años en procesión desde la catedral a su ermita el día del santo, donde se le cantaría una misa. Fue cosa admirable, que desde luego comenzó a cesar aquella plag.” López, 1957:218; Cárdenas, 1937:68",20.74805532,-88.91936547
1619,Distrito Federal,Mexico,Avenida,"“El procurador mayor, pida al virrey el cumplimiento de lo determinado en la visita a los molinos de Francisco de Peralta, pues las avenidas que han ocurrido en el ejido de Chapultepec por la parte de la huerta del marqués del Valle han sido de gran perjuicio y la arquería recibe detrimento. Lo cual se agravará de continuar las lluvias.” Junio de 1619. Monroy, 1988:350",19.43264649,-99.13325795
1619,Distrito Federal,Mexico,Inundación,"Se refiere inundación en los ejidos. Monroy, 1988:660",19.43264649,-99.13325795
1619,Distrito Federal,Mexico,Carestí­a de Maíz,"“Hambre. El precio del maíz es de 24 reales la fanega.” Espinosa et al., 1987:91",19.43264649,-99.13325795
1619,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1619,Oaxaca,Antequera (alias Oaxaca),Otros fenómenos naturales,"“Formidable temblor al que siguió larga sequía.” Trece de febrero. Taracena, s. f.:16",17.06851577,-96.72025133
1619,Puebla,Tepeaca,Calores excesivos,"“Desde el año anterior de 1618 comenzó un fuerte y excesivo calor del sol que secó todos los sembrados y frutos de la tierra, y en el mismo año de 1618 a 8 de noviembre se vieron dos cometas que los indios decían que humeaban dos estrellas, siendo guardián fray Sebastián de Gama […] Mas dice en el renglón, debajo de las dos estrellas o cometas, que la vista de los cometas era de admiración, pasmo en España y no de los indios antiguos de esta América.” Anales de Tepeaca:404",18.96675759,-97.90250568
1619,Puebla,unspecified site,Granizada,"“Siendo gobernador don Gregorio Nacianceno, granizó mucho y hubo huracán.” Anales de Puebla y Tlaxcala, núm. 1, pte. 3a.:360",18.54794342,-97.89651992
1619,Tlaxcala,Tlaxcala,Wind,1619 acaxiuitl ... tlateciuh {hail} huel iuhque ihuan quizaco ehecatl cohuatl,19.31730126,-98.23890287
1619,Tlaxcala,Tlaxcala,Hail,TLATECIHUILOC YUAN QUISACO YN ECCACOHUATLI; THERE WAS HAIL AND HURICANE (TORNADO?),19.31730126,-98.23890287
1619,Tlaxcala,unspecified site,Granizada,"“Siendo gobernador don Gregorio Nacianceno, granizó mucho y hubo huracán.” Anales de Puebla y Tlaxcala, núm. 1, pte. 3a.:360",19.42860564,-98.16841472
1620,Distrito Federal,Mexico,Inundación,"“El corregidor y Francisco Escudero de Figueroa den cuenta al virrey para que provea lo que convenga sobre las lluvias que en estos días han provocado que entre mucha agua por los barrios de San Juan, Santa María y Santiago y causan muchos daños.” Julio de 1620. Monroy, 1988:381",19.43264649,-99.13325795
1620,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1620,Mï¿½xico,unspecified site,Escasez de maíz,"Sequía. Seria escasez de maíz. Sanders, 1970:36",19.49828005,-99.04413125
1620,Mï¿½xico,unspecified site,Carestí­a de Maíz,"Sequía con escasez de maíz, hambre. Maíz a 22 reales por fanega. Espinosa et al., 1987:91; Malvido, 1973:97",19.49828005,-99.04413125
1620,Puebla,Cholula,Drought,"sequia, gran escasez de maiz",19.06203262,-98.30640045
1620,Puebla,Huejotzingo,Enfermedad,"“Trajeron muy fuerte tos por cuya causa murieron mucho […] allá en Huexotzinco[…] Armaron guerra al virrey Gerves […] En este mismo año llegó el virrey don Rodrigo Pacheco Asorio marqués de Cerralvo.” Anales de Puebla y Tlaxcala, núm. 2:371-372",19.16063735,-98.40641122
1620,Puebla,Quecholac,Epidemia de cocoliztli,"“Fray Andrés, guardián, don Francisco de Aquino gobernador […] Entonces vino la grande peste llamada cocoliztli y murió muchísima gente.” Anales de Quecholac:431",18.95512418,-97.65777740
1620,Tlaxcala,Tlaxcala,Wind,popocac citlaltin,19.31730126,-98.23890287
1621,Distrito Federal,Tacuba,Carestí­a,"Sequía severa, escasez de maíz. Hambre. Precios elevados del maíz en Tacuba de 24 a 40 reales la fanega. Espinosa et al., 1987:92; Malvido, 1973:98",19.45815224,-99.18669937
1621,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1621,Michoacï¿½n de Ocampo,Uruapan (San Francisco),Enfermedad,"Informe que presentan los regidores, alcaldes y gobernadores de esta provincia ante Felipe Navarro y Atienza, lugarteniente del capitán Francisco de Carriedo Ordóñez, justicia mayor de Michoacán, sobre la mortandad que causa la peste en perjuicio de la producción en las minas. AGNM, Caminos y calzadas, v. e. 1, ff. 1-9",19.42672912,-102.06178700
1621,Puebla,Cholula,Drought,"sequia, seria escasez de maiz",19.06203262,-98.30640045
1621,Puebla,Puebla de los ï¿½ngeles,Carestí­a,"“El maíz se vendió a cuatro pesos la fanega en 1621. El estar entonces tan caro, fue debido a una pertinaz sequía que concluyó casi con toda la cosecha; pero a los acaparadores les obligó el Ayuntamiento a venderlo a 20 reales (dos pesos y medio) y así continuará ya favoreciendo a los pobres indios que tienen a esa semilla como principal base de alimentación.” Ríos, 1992, II:224",19.04397292,-98.19751139
1621,Puebla,Quecholac,Daños a construcciones,"“Fray José Cortés, guardián, don Pedro de la Cruz gobernador, quien murió a los pies de Simón de Maldonado […] En este mismo año hizo tan fuerte viento a la madrugada del 15 de octubre que derribó el templo, arrancó los árboles del Perú y desbarató muchas casas.” Anales de Quecholac:431",18.95512418,-97.65777740
1621,Tlaxcala,unspecified site,Lluvias excesivas,"“Otra vez fue gobernador don Gregorio Nacianceno […] El lunes 4 de mes de octubre de 1621, cuando fue la fiesta de san Francisco, entonces el rey, emperador de España, le dio una bandera [a la ciudad] […] Se pusieron adornos de flores [xochimatlatl]. No pudieron desfilar, se regresaron a Teteltitla porque vino un gran aguacero, llovió mucho. - Zan occepa yehuatl juez gobernador don Gregorio Nazcianceno […] lunes a 4 mes de octubre 1621 años iquac ylhuitzin Sant Francisco yquac macoc pandera rey emperador de Spania […] mochi motecpan xochimatlatl huel tlatlahuel tlayahualoque za hualmocuepque Teteltitlan huel chicahuac huala quiahuitl.” Zapata y Mendoza, 1995:230, 231",19.42860564,-98.16841472
1621,Yucatï¿½n,Mï¿½rida,Plaga de langosta,"“Lo mismo casi sucedió gobernando don Diego de Cárdenas. Es decir la plaga de langosta y vuelta a la devoción de san Juan Bautista, igual que en 1618.” López, 1957:218",20.96571702,-89.62324008
1622,Chiapas,unspecified site,Carestí­a de Maíz,"En la ciudad de México, peste; en Chiapas hambre. El precio del maíz era de 16 a 18 reales la fanega. Espinosa et al., 1987:92; Malvido, 1973:98",16.48460858,-92.47022531
1622,Distrito Federal,Mexico,Flooding,1622 Yn icuac otemico atl ihuan otli omochichiuh,19.43264649,-99.13325795
1622,Distrito Federal,Mexico,Epidemia,"“En este año de 22 hubo grandísima enfermedad de romadizo, murió mucha gente española e india. Año de muchísimas aguas y poco provecho. Heló muy temprano.” AP, v. 830",19.43264649,-99.13325795
1622,Distrito Federal,Mexico,Inundación,"“En el mismo año de 1622, que fue en el que se suspendió y destruyó la obra del desagüe, volvió a cubrirse de agua el ejido San Lázaro y a subir allí media vara, y creciendo cada vez más, obligó a cerrar la compuerta de Mexicaltzingo para represar las aguas de la laguna de Chalco, que por tal motivo también fue creciendo y llegó a tener tan considerable volumen de agua, que amenazaba romper el dique que la contenía.” Rivera, 1883, I:188",19.43264649,-99.13325795
1622,Distrito Federal,Mexico,Carestí­a de Maíz,"En la ciudad de México, peste; en Chiapas hambre. El precio del maíz era de 16 a 18 reales la fanega. Espinosa et al., 1987:92; Malvido, 1973:98",19.43264649,-99.13325795
1622,Distrito Federal,Mexico,Helada,"“Muchísimas aguas y de poco provecho, con heladas muy tempraneras.” AP, v. 700",19.43264649,-99.13325795
1622,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1622,Puebla,Citlaltepec,Epidemia de tos,“En el mismo año hubo un gran huracán de aire que tumbó árboles en Citlatepec y Malpaís. A continuación en el mismo año hubo una grande enfermedad de tos de que murió mucha gente lo que denota las tres calaveras y que quemaron […] En este año se celebró el sexto capítulo siendo guardián fray Pedro Cordero […] gobernador don Felipe Xuárez en la ciudad de Tepeaca.” Anales de Tepeaca:404,20.03368197,-97.66833502
1622,Puebla,Malpaï¿½s,Epidemia de tos,“En el mismo año hubo un gran huracán de aire que tumbó árboles en Citlatepec y Malpaís. A continuación en el mismo año hubo una grande enfermedad de tos de que murió mucha gente lo que denota las tres calaveras y que quemaron […] En este año se celebró el sexto capítulo siendo guardián fray Pedro Cordero […] gobernador don Felipe Xuárez en la ciudad de Tepeaca.” Anales de Tepeaca:404,19.26367133,-97.53168697
1622,Puebla,Quecholac,Epidemia de cocoliztli,"“Fray José Cortés, guardián, don Simón Maldonado gobernador […] Entonces hubo tan voraz peste llamada cocoliztli que perecieron chicos y grandes, enterrándolos diariamente. 20 individuos […] Entonces cantó la primera misa fray Hernando Álvarez […] el día 4 de octubre festividad de san Francisco, […] luego […] Entonces también heló mucho y se perdieron los trigales y hubo escasez de víveres.” Anales de Quecholac:431",18.95512418,-97.65777740
1622,Puebla,Tepeaca,Epidemia de tos,“En el mismo año hubo un gran huracán de aire que tumbó árboles en Citlatepec y Malpaís. A continuación en el mismo año hubo una grande enfermedad de tos de que murió mucha gente lo que denota las tres calaveras y que quemaron […] En este año se celebró el sexto capítulo siendo guardián fray Pedro Cordero […] gobernador don Felipe Xuárez en la ciudad de Tepeaca.” Anales de Tepeaca:404,18.96675759,-97.90250568
1622,Puebla,unspecified site,Hambre,“Hubo grande hambre.” Anales de Puebla y Tlaxcala:374,18.54794342,-97.89651992
1622,Puebla,unspecified site,Helada,"“Siendo gobernador don Gregorio Nacianceno, cayó tan fuerte helada que lo secó todo, y el día de san Francisco hizo amarrar las frentes el obispo don Álvaro de la Mota.” Anales de Puebla y Tlaxcala, núm. 1, pte. 3a.:360",18.54794342,-97.89651992
1622,Tlaxcala,Tlaxcala,Frost,TLACEQUALOC YPANN ILHUITZIN SAN FRANCISCO;,19.31730126,-98.23890287
1622,Tlaxcala,Tlaxcala,Frost, tlacecualoc ipan ilhuitzin saN fran'co,19.31730126,-98.23890287
1622,Tlaxcala,unspecified site,Helada,"“Siendo gobernador don Gregorio Nacianceno, cayó tan fuerte helada que lo secó todo, y el día de san Francisco hizo amarrar las frentes el obispo don Álvaro de la Mota.” Anales de Puebla y Tlaxcala, núm. 1, pte. 3a.:360",19.42860564,-98.16841472
1622,Tlaxcala,unspecified site,Hambre,“Hubo grande hambre.” Anales de Puebla y Tlaxcala:374,19.42860564,-98.16841472
1622,Yucatï¿½n,Mï¿½rida,Plaga de langosta,"“Lo mismo casi sucedió gobernando don Diego de Cárdenas. Es decir la plaga de langosta y vuelta a la devoción de san Juan Bautista, igual que en 1618.” López, 1957:218",20.96571702,-89.62324008
1622,Zacatecas,unspecified site,Sequí­a,"Hubo sequía en junio. AHEZ, Actas de cabildo, III, ff. 101-101v",23.28343333,-102.66554945
1622,Zacatecas,Zacatecas,Avenida,"“La agua también quiso hacer su demostración al asunto; porque el día 13 de julio comenzó a llover con tal tormenta de aire, que congeladas las aguas, se convertían en piedras o granizo, tan corpulento que pesaba cada uno cuatro onzas; y fue tal avenida que derribó dos casas, pereciendo la gente que las habitaba.” Mota y Padilla, 1973:274",22.77214549,-102.57569485
1623,Distrito Federal,Mexico,Hambre,"En años de cosecha mala, como los de 1623-1625, y durante las obras de desagüe, las ciudades se veían amenazadas por el hambre y la rebelión. Borah, 1982:55",19.43264649,-99.13325795
1623,Distrito Federal,Mexico,Creciente de lago,"“Se observó en la primera crecida, que el agua subía una vara menos dos dedos [desde el 13 de junio hasta octubre de 1623], pero en el mes de diciembre subió tanto que la ciudad estuvo en peligro.” Gemelli, 1976:83",19.43264649,-99.13325795
1623,Distrito Federal,Mexico,Flooding,n/a,19.43264649,-99.13325795
1623,Distrito Federal,Mexico,Buenas cosechas,"“Año de rigurosísimo invierno porque se heló desde 5 de octubre del año pasado hasta fin de febrero de este año y tan continuas que se helaron hasta los árboles del pirú y tunales, cimarrones y otros árboles silvestres que jamás se ha visto. Año de buena cosecha.” AP, v. 830",19.43264649,-99.13325795
1623,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1623,Puebla,Huejotzingo,Enfermedad,"“Siendo gobernador don Gregorio Nacianceno, llegó el mal de la tos, por lo que quemaron en Huexotzingo cosas aromáticas.” Anales de Puebla y Tlaxcala, núm. 1, 3a. pte.:361",19.16063735,-98.40641122
1623,Tlaxcala,Tlaxcala,Epidemic," ooquiçaco hua,,,cho quihualhuicac chicahuac tlatlaciztli miyec ye momiquilli ipan quitla,,,tique huexotzinco",19.31730126,-98.23890287
1623,Tlaxcala,Tlaxcala,Epidemic,QUISACO TLATLACISTLI; a cough broke out; quihualhuicac tlacahuatzalli; a dried up person brought it here,19.31730126,-98.23890287
1623,Tlaxcala,Tlaxcala,Epidemic, quizaco tlatlaciztli quihualhuicac tlaca huatzalli {huatza = to dry out} quitlalilique {sthg put in place for/against it} huexotzinco,19.31730126,-98.23890287
1623,Tlaxcala,unspecified site,Enfermedad,"“Siendo gobernador don Gregorio Nacianceno, llegó el mal de la tos, por lo que quemaron en Huexotzingo cosas aromáticas.” Anales de Puebla y Tlaxcala, núm. 1, 3a. pte.:361",19.42860564,-98.16841472
1623,Yucatï¿½n,Mï¿½rida,Plaga de langosta,"“Lo mismo casi sucedió gobernando don Diego de Cárdenas. Es decir la plaga de langosta y vuelta a la devoción de san Juan Bautista, igual que en 1618.” López, 1957:218",20.96571702,-89.62324008
1623,Yucatï¿½n,unspecified site,Muertes,"“La cuarta de las hambres tuvo lugar en 1623 y se originó inmediatamente, de una causa precisamente contraria a la que motivó las anteriores. Ya no la falta, sino el extraordinario exceso de lluvias determinó la miseria. Asoló toda la colonia un formidable temporal que duró 21 días y 21 noches, sin tregua, y que por largo tiempo se recordó entre el pueblo, bajo la denominación de el diluvio […] Perecieron los animales domésticos, inundáronse no pocos lugares, se arruinaron varios edificios, aparecieron epidemias, sobrevino la langosta, quizás arrastrada por los vendavales, se perdieron las cosechas. El hambre se exacerbó terrífica y las gentes, apremiadas por ingente necesidad, desamparaban en tropel sus moradas y vagaban por los bosques en busca de raíces y frutas silvestres con que saciar su hambre; muchos, escuálidos, caían muertos por los caminos y los restos putrefactos de otros yacían desparramados por el riñón de la selva; confusión y miseria reinaban aun entre la gente acomodada, y todos se preguntaban con angustia qué paradero tendría tan apretada tribulación, supuesto que ni los campos producían, ni las sementeras se lograban, ni las granjerías daban esquilmos, ni había recursos ni medios con qué traer de fuera los artículos de primera necesidad.” Molina, 1941:17-18",20.74805532,-88.91936547
1624,Distrito Federal,Mexico,Hambre,"“Disturbios en la ciudad de México originados por el hambre.” Espinosa et al., 1987:92",19.43264649,-99.13325795
1624,Distrito Federal,Mexico,Hambre,"En años de cosecha mala, como los de 1623-1625, y durante las obras de desagüe, las ciudades se veían amenazadas por el hambre y la rebelión. Borah, 1982:55",19.43264649,-99.13325795
1624,Distrito Federal,Mexico,Sequí­a,"Sequía que afecta gravemente a las provincias. Bistráin, 1981:13",19.43264649,-99.13325795
1624,Guerrero,Taxco,Carestí­a de Maíz,"El marqués de Casafuerte, por mandato de su excelencia, Antonio de Avilés. “En cuyo obedecimient.” don Toribio de Campillo y Mier, alcalde mayor de aquella jurisdicción: “Habiendo recibido con 50 testigos la información prevenida de cuyas deposiciones se percibe la necesidad de maíces y carestía que padece de ellos dichos Real de Taxco por el extravío de las cosechas de los pueblos de Iguala, a causa de impedir el alcalde mayor a que éstos están sujetos su transporte y dispendio en dichas mina.” AGNM, General de parte, v. 25, ff. 49-52",18.55705455,-99.60366080
1624,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1624,Mï¿½xico,unspecified site,Sequí­a,"La peor sequía conocida. Malvido, 1973:98",19.49828005,-99.04413125
1624,Puebla,Cholula,Drought,la peor sequia conocida,19.06203262,-98.30640045
1624,Puebla,Quecholac,Helada,"“Fray Félix guardián, don Nicolás Fabián Bautista gobernador […] Entonces llovió lodo y al amanecer del día siguiente16 del mes de junio heló tan fuertemente que se perdió todo. Entonces se pronunció el arzobispo contra el rey nuestro señor, en México de la Nueva España.” Anales de Quecholac:431-432",18.95512418,-97.65777740
1624,Puebla,unspecified site,Inundación,"Se pide que se ponga remedio a los daños que han ocasionado las constantes lluvias y aguaceros en el puente que está frente al convento de San Francisco “y prometido ruina a las paredes, y cercas del dicho convento, pues han llegado las corrientes del dicho río a abatir las mismas cercas hasta la puerta del patio de la iglesi.” AAP, Índice de extractos, l. 2, f. 23v",18.54794342,-97.89651992
1624,Yucatï¿½n,Mï¿½rida,Plaga de langosta,"“Lo mismo casi sucedió gobernando don Diego de Cárdenas. Es decir la plaga de langosta y vuelta a la devoción de san Juan Bautista, igual que en 1618.” López, 1957:218",20.96571702,-89.62324008
1625,Chiapas,unspecified site,Hambre,"Hambre en Chiapas. Espinosa et al., 1987:93",16.48460858,-92.47022531
1625,Distrito Federal,Mexico,Hambre,"En años de cosecha mala, como los de 1623-1625, y durante las obras de desagüe, las ciudades se veían amenazadas por el hambre y la rebelión. Borah, 1982:55",19.43264649,-99.13325795
1625,Distrito Federal,Mexico,Helada,"“Este año de 25 se heló cruelmente que no dejó árboles del Pirú cosa que jamás se hielan y otras hierbas silvestres e inmortales. Empezó a helar a 15 de enero hasta 10 de marzo hielos crueles.” AP, v. 830",19.43264649,-99.13325795
1625,Jalisco,Guadalajara,Carestí­a,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",20.67730516,-103.35568889
1625,Puebla,Cuautinchï¿½n,Plaga de gusanos,"“Por el mes de agosto de este año, envió Dios nuestro señor para castigo de nuestras culpas en todos estos valles de Cuatinchán, San Pablo, Huejotzingo y en las demás partes, grandísima máquina de gusano negro en los trigos más que en otras semillas y comieron mucho y los conjuraron infinitas veces los sacerdotes y fue nuestro señor servido que salieron el dicho gusano de las sementeras y fue a la sabana y consiguientemente murió, aunque hizo muy gran daño y duró hasta fin del dicho mes de agosto.” AP, v. 830",18.95620954,-98.01750612
1625,Puebla,Huejotzingo,Plaga de gusanos,"“Por el mes de agosto de este año, envió Dios nuestro señor para castigo de nuestras culpas en todos estos valles de Cuatinchán, San Pablo, Huejotzingo y en las demás partes, grandísima máquina de gusano negro en los trigos más que en otras semillas y comieron mucho y los conjuraron infinitas veces los sacerdotes y fue nuestro señor servido que salieron el dicho gusano de las sementeras y fue a la sabana y consiguientemente murió, aunque hizo muy gran daño y duró hasta fin del dicho mes de agosto.” AP, v. 830",19.16063735,-98.40641122
1625,Puebla,Quecholac,Granizada,"“Fray Félix guardián, don Simón de Maldonado gobernador […] Vinieron los gusanos [langosta] y perdieron el trigo. En domingo 14 de septiembre granizó tan recio que se perdieron los frijolares, chilares y todas las sementeras.” Anales de Quecholac:432",18.95512418,-97.65777740
1625,Puebla,San Pablo (Valle de),Plaga de gusanos,"“Por el mes de agosto de este año, envió Dios nuestro señor para castigo de nuestras culpas en todos estos valles de Cuatinchán, San Pablo, Huejotzingo y en las demás partes, grandísima máquina de gusano negro en los trigos más que en otras semillas y comieron mucho y los conjuraron infinitas veces los sacerdotes y fue nuestro señor servido que salieron el dicho gusano de las sementeras y fue a la sabana y consiguientemente murió, aunque hizo muy gran daño y duró hasta fin del dicho mes de agosto.” AP, v. 830",18.94225823,-97.81931642
