id,add_date,event_duration,event_quote,event_quote_location,event_source_info,event_time_description,firstname,start_day,start_month,start_year,summary,surname
3210,2023-06-04 06:37:27,,"“En los pueblos que componen este partido ha sido la cosecha de maíz muy escasa, la de trigo en los cinco pueblos que componen el curato de Teoculco y actualmente están recogiendo, seguí las noticias que tengo adquiridas es menos que la mitad de lo que otros años acostumbran coger, grana no han tenido en todo el próximo año pasado de 94, excepto en el pueblo de Santiago Comaltepeque del curato de Yolos, que se les logró medianamente. En el partido de Iztlán que también es de su mismo, fue mediana la cosecha de maíz, grana no ha tenido, actualmente tienen asemillado en el pueblo de San Pablo Guelatao y promete buena cosecha, que es cuanto puedo informar a vuestra señoría en cumplimiento de su orden de 5 de febrero próximo pasado que recibí en esta fecha.” AGEO, Real intendencia, l. 1, e. 18, f. 1",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 212",,Bradley,,,1794,Cosechas escasas,Skopyk
3305,2023-06-04 06:37:27,,"Doce de marzo de 1796: “Se agita de nuevo con mucho calor el pensamiento de construir la alhóndiga de Granaditas; y en esta fecha son presentados al ayuntamiento el plano y presupuesto de la obra: ambas cosas fueron hechas por el arquitecto de la ciudad don José Alejandro Durán y Villaseñor, ascendiendo el segundo a la suma de 164 775 ps. y siendo más tarde reformado el primero por los profesores de la Academia de Señor Carlos de México.” Seis de agosto de 1796: “Se concede por el virrey marqués de Branciforte la licencia solicitada para erogar los gastos presupuestados para la construcción de la alhóndiga de Granaditas.” Siete de julio de 1797: “El ayuntamiento de Guanajuato se dirige el virrey pidiéndole licencia para erogar los gastos necesarios en la construcción del edificio de Granaditas.” Siete de noviembre de 1809: “Queda concluido [en] esta fecha el soberbio edificio del castillo o alhóndiga de Granaditas, habiendo ascendido su costo a la suma de 218 306 ps. seis rs.” Marmolejo, 1967-1973, II:298-302; III:28",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 285",,Bradley,,,1809,Alhóndigas,Skopyk
1070,2023-06-04 06:37:27,,"“Cuatro años de malas cosechas, langostas, hambres y epidemias, obligaron a una gran parte de la población a buscar su sustento en el país interior. A fines de 1631 el nuevo gobernador, Fernando Centeno Maldonado, inició una campaña para reducir a los fugitivos; envió al interior a emisarios, sobre todo frailes, que lograron persuadir a muchos miles para que regresaran.” Cook y Borah, 1978:123-124",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 194",,Bradley,,,1628,Epidemia,Skopyk
2537,2023-06-04 06:37:27,,"“Dolores de costado: la epidemia de esta enfermedad se comenzó a sentir en esta ciudad de México a principios del año de 1784. Causó mucha mortandad, por lo que en febrero de dicho año se hicieron varias rogaciones y un solemne novenario a Nuestra Señora de Guadalupe en su santuario, y en 18 de abril se sacó en solemne procesión al Señor de Santa Teresa, Santo Cristo renovado del cardenal con la misma solemnidad que se hace la procesión de Corpus, a la que siguió un devoto novenario en la iglesia de religiosas de Santa Teresa, donde está colocada y se venera la milagrosa efigie del Señor.” De febrero a abril de 1784. Sedano, 1880, II:29",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 033",,Bradley,,,1784,Epidemia de dolores de costado,Skopyk
3169,2023-06-04 06:37:27,,"“Según informa el alcalde mayor por marzo y abril hubo abundancia de insectos que causaron muertes de criaturas y después una epidemia de calenturas de que fallecieron bastantes indios; y que los maíces han estado con alguna abundancia y a precios moderados.” AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 172",,Bradley,,,1792,Buenas cosechas,Skopyk
3143,2023-06-04 06:37:27,,"“La general desgracia que se ha experimentado en las más casas de esta ciudad a causa de las copiosas lluvias por más de 20 días continuos, se ha sufrido también en la casa alhóndiga de este pósito. Advierte el peligro que corre el maíz si se sigue guardando en estas condiciones.” AHZ, Ayuntamiento, Alhóndiga y pósito, f. 1",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 145",,Bradley,,,1791,Lluvias excesivas,Skopyk
1957,2023-06-04 06:37:27,,"“Consta el tiempo que duró la epidemia en el referido pueblo y su jurisdicción y constando lo certifique con toda claridad y no constando lo exprese para los efectos que a su parte convengan y se le entregue el original.” Junio de 1739. AGNM, Tierras, v. 2989, e. 125, f. 219",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 262",,Bradley,,,1739,Epidemia de matlazahuatl,Skopyk
2977,2023-06-04 06:37:27,,"Resoluciones dictadas tras la consulta del corregidor de la ciudad de San José de Toluca, Adrián de Ceraín, fechada en la ciudad de México el 3 de febrero de 1789, respecto a si se debía cobrar el impuesto a las semillas que se introdujeron a fines del año de 1789, por haber cesado la exención de que gozaban, debido a la escasez de granos. Por despacho fechado en México el 21 de septiembre de 1787, el fiscal de Real Hacienda resolvió (según órdenes giradas por la dirección general de aduanas foráneas el 15 y el 16 de diciembre de 1786 a sus administradores), “que la libertad e indultos de alcabala concedidos antes, con motivo de escasez de semillas, no debía continuar en el año presente (1787).” El asesor del superintendente subdelegado de Real Hacienda, dictaminó lo mismo que el fiscal y está de acuerdo en que corresponde resolver legítimamente este asunto a la dirección general de aduanas foráneas. AHEM, Manuscritos, Pueblos del Estado de México, v. 7, e. 9, 4 ff.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 446",,Bradley,,,1788,Escasez de granos,Skopyk
2442,2023-06-04 06:37:27,,"“Los destrozos que hicieron las viruelas en 1779 fueron terribles; en este último año arrebataron a la capital de México más de 9 000 personas; todas las noches andaban por las calles los carros para recoger los cadáveres, como se hace en Filadelfia en la época de la fiebre amarilla; una gran parte de la juventud mexicana pereció en este año fatal.” Humboldt, 1991:44",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 701",,Bradley,,,1779,Muertes,Skopyk
800,2023-06-04 06:37:27,,"En el expediente sobre las cuentas de la real hacienda dadas por los oficiales reales de Yucatán 1540-1650, se registran algunos problemas de langosta en las cuentas del año 1592. Cook y Borah, 1978:120",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 456",,Bradley,,,1592,Plaga de langosta,Skopyk
3257,2023-06-04 06:37:27,,"“Da parte el encargado que con el motivo de haberse experimentado una seca rigurosa, mucho ganado murió de todas especies, a excepción del cabrío que resiste más, después a mediados de junio se entablaron copiosas lluvias que han fertilizado la tierra, y ofrecen abundante cosecha, hallándose el maíz de seis a ocho pesos carga, y la de trigo ha sido regular.” AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 250",,Bradley,,,1795,Muerte de animales,Skopyk
1612,2023-06-04 06:37:27,,"Memoria del maíz que se le suplió a la gente en los años del hambre que fueron de 1695-1696, para que labrasen las maderas para el palacio real. AGNM, Tributos, v. 58, e. 2, ff. 6-56",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 718",,Bradley,,,1696,Escasez de maíz,Skopyk
2819,2023-06-04 06:37:27,,"“Bienes de comunidad. El pueblo de Xocoyotepec arrienda tierras al de Onetzalan, por escasez de maíz, se sigue un proceso sobre su continuación, jurisdicción de Zacapoaxtla, San Juan de los Llanos.” AMINAH, Judicial de Puebla, r. 46",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 258",,Bradley,,,1800,Escasez de maíz,Skopyk
769,2023-06-04 06:37:27,,"En la sesión de cabildo del 10 de junio se trató “que sería bien hacer plegarias y procesiones por el agua y por las enfermedades que hay en la tierr.” y se comisionó a Diego de Velazco alguacil mayor, para que hable con el virrey al respecto. AHCM, Actas de cabildo impresas, inv. 639a:271",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 429",,Bradley,,,1588,Falta de lluvias,Skopyk
1624,2023-06-04 06:37:27,,"En la sesión del cabildo del 17 de junio, el alcalde mayor del real de minas de San Pedro Potosí pidió “que se le remita a dicho real algún maíz o harina para el sustento de los vecinos de dicho rea.” AHESLP, Actas de cabildo, 1694-1702",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 732",,Bradley,,,1696,Escasez de alimentos,Skopyk
2923,2023-06-04 06:37:27,,"La falta de lluvias en la presente estación ha obligado a conducir a esta “santa iglesi.” a la Virgen de los Remedios y dedicar una novena “en la forma regular.” “La falta de lluvias en la presente estación ha obligado a conducir a esta santa iglesia metropolitana la Virgen de los Remedios y dedicar una novena en la forma regular y la misma falta, que aun se ha fermentado alguna enfermedad de sarampión de que no es mucha la mortandad […] El virrey de la Nueva España dice que la falta de aguas es causa de alguna enfermedad que padece y repetición de terremotos.” AGNM, Correspondencia virreyes, c. 12, f. 144",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 381",,Bradley,,,1786,Epidemia de sarampión,Skopyk
3265,2023-06-04 06:37:27,,"“Los sembrados de este partido cosechables en el primer semestre del presente año se perdieron a causa de una temprana avenida de aguas que los arruinó, se considera corta la próxima cosecha de algodón y no se experimentaron considerables enfermedades ni mortandad de gentes.” AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 258",,Bradley,,,1795,Avenida,Skopyk
644,2023-06-04 06:37:27,,"“Fue nombrado gobernador don Andrés Tlachmatzin y hubo grande peste.” Anales de Puebla y de Tlaxcala, núm. 1, pte. 3a.:358",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 304",,Bradley,,,1576,Epidemia,Skopyk
3144,2023-06-04 06:37:27,,"“En su territorio se desgraciaron los trigos casi del todo por las heladas extemporáneas que les sobrevino; pero las siembras de maíz son correspondientes al temporal lluvioso que ha conseguido y se espera una regular cosecha.” Enero. AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 146",,Bradley,,,1791,Helada,Skopyk
2324,2023-06-04 06:37:27,,"En sesión del 31 de mayo de 1771, se informa que no hay suficientes cargas de maíz para abastecer al común el día de mañana a causa de que a pesar de que existen 3 000 cargas, le han retirado la orden de venderlas a los interesados. AAP, Actas de cabildo, 1770-1772, v. 53, f. 262",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 600",,Bradley,,,1771,Respuesta autoridades virreinales,Skopyk
1261,2023-06-04 06:37:27,,"“Por agosto de 48, vino a los vecinos de Veracruz una incurable peste, que en breves días se asoló todo de ella, y duraban las personas tres y cuatro días, y de ella participó la gente de la flota que obligó al general subirse a la puerta a casa del señor obispo, que dice es su sobrino; duró más de cuatro meses; llámese dicho general don Juan Pujadas y Gamboa.” Guijo, 1986, I:22",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 367",,Bradley,,,1648,Epidemia,Skopyk
1036,2023-06-04 06:37:27,,"En años de cosecha mala, como los de 1623-1625, y durante las obras de desagüe, las ciudades se veían amenazadas por el hambre y la rebelión. Borah, 1982:55",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 165",,Bradley,,,1625,Hambre,Skopyk
991,2023-06-04 06:37:27,,"Hambruna y langosta. Farriss, 1992:108",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 126",,Bradley,,,1618,Hambre,Skopyk
3452,2023-06-04 06:37:27,,"“Ante la recta justificación de usted parecemos y decimos, que es público y notorio el incendio que padecimos en nuestro pueblo la noche del día 13 de abril de este presente año [1803], en el que perecieron todos nuestros bienes y nuestras casas quedando todos por igual en una fatal y bien conocida insolvencia pues perecieron igualmente todas nuestras semillas que reservamos para nuestro sustento.” AGNM, Tributos, v. 18, e. 7, f. 205",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 031",,Bradley,,,1803,Daños a construcciones,Skopyk
1587,2023-06-04 06:37:27,,"El 12 de junio “salió procesión por las mismas calles y arcos que fue la de Corpus, a Nuestra Señora de los Remedios, por la falta de agua, asistió el virrey, arzobispo, audiencia y religiones hasta las exentas, ciudad y tribunales: fue por la tarde con muchas luces; hizo estación en la Profesa, llegó a la catedral antes de la oració.” Robles, 1946, II:306",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 691",,Bradley,,,1694,Falta de lluvias,Skopyk
1326,2023-06-04 06:37:27,,"“Desde San Luis de la Paz por toda la Tierradentro, Sombrerete y Guadiana, nevó mucho y murió mucho ganado, por cuya razón se encareció.” Guijo, 1986, I:242",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 418",,Bradley,,,1653,Carestí­a,Skopyk
2342,2023-06-04 06:37:27,,"Los gobernadores de la cabecera de Actopan y sus jurisdicciones, sobre que se les releve del pago de tributos ya que hubo pérdida de sementeras, además de la epidemia de viruelas. Octubre de 1771 a julio de 1781. AGNM, Tributos, v. 52, e. 1, ff. 1-156",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 620",,Bradley,,,1775,Epidemia de viruela,Skopyk
2611,2023-06-04 06:37:27,,"“En 1785 la ciudad se ve agobiada por enfermedades pestilenciales.” Montoya, 1990",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 088",,Bradley,,,1785,Epidemia,Skopyk
1569,2023-06-04 06:37:27,,"Sequía en el obispado de Michoacán. Florescano, 1980:96",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 671",,Bradley,,,1693,Sequí­a,Skopyk
333,2023-06-04 06:37:27,,"“Epidemias en el valle de Toluca y México […] multitud de chiquitines murieron de ampollas y llagas.” Rosenzweig et al., 1987:282",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 040",,Bradley,,,1531,Epidemia,Skopyk
1577,2023-06-04 06:37:27,,"Se informa que desde hace 18 meses la ciudad padece una enfermedad de la que ha muerto mucha gente y que es notorio la falta de lluvias, pues “hasta la ocasión presente no ha llovido ninguna agua, con cuya causa han crecido mucho más las enfermedades y falta de bastimentos.” A raíz de este suceso se realizó la procesión de la Virgen de Guadalupe. Mayo de 1693. AHESLP, Ayuntamiento, 1685-1694, ff. 286v-287v",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 681",,Bradley,,,1693,Epidemia,Skopyk
3426,2023-06-04 06:37:27,,"“El exceso de lluvias que hubo en ese año, produjo pérdidas en las sementeras e inundaciones en algunas poblaciones cortas del norte. El temblor que se sintió en Oaxaca el 5 de octubre de 1801 en la noche, ocasionó mayores perjuicios.” AGNM, Correspondencia virreyes, v. 201; Castillo, I:43",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 007",,Bradley,,,1801,Inundación,Skopyk
565,2023-06-04 06:37:27,,"El Chichimeca Teuhctli “murió a causa de aquellas fiebres que ponían al enfermo de color verde obscuro, que habían comenzado como plaga muy virulenta y de la cual murieron cantidad de gente de la nobleza y de los colono.” Chimalpahin, 1965:267",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 239",,Bradley,,,1563,Epidemia de viruela,Skopyk
436,2023-06-04 06:37:27,,"“Peste (peste neumónica); ‘Gucumate’ (cocoliztli). Estas epidemias fueron generales en toda la Audiencia de Guatemala. Mortalidad alta, desaparecieron muchas aldeas. Posiblemente las epidemias se originaron en el centro de México.” Mac Leod, 1980:86",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 129",,Bradley,,,1546,Epidemia,Skopyk
468,2023-06-04 06:37:27,,"El virrey Velasco dice estar “proveíd.” que en ningún pueblo de la comarca de esta ciudad, 10 leguas a la redonda, se puede hacer tianguis alguno por los inconvenientes que suceden al provisionamiento de la república de esta ciudad y ahora es informado que lo susodicho no se ha guardado, por cuya causa esta ciudad padece necesidad de bastimentos. Marzo de 1551. LCW, Krauss Collection, ff. 65v-66",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 160",,Bradley,,,1551,Escasez de bastimentos,Skopyk
473,2023-06-04 06:37:27,,"“En la villa y provincia de Pánuco, que ha sido informado [el virrey] que en esa villa y en los pueblos vecinos de la comarca en un día del mes de agosto próximo pasado, sucedió una tempestad y terremoto de aire y agua de tal manera que quedaron derrocados y murieron algunas personas, que asimismo fue tanta el agua que llovió y la creciente de ellos que llegaba a los pueblos de los que están en cabeza de su majestad y encomendados en personas particulares y les destruyó las labranzas y sementeras que tenían, a causa de lo cual, y de haberse ahogado de la villa mucha cantidad de ganado que tenían así los españoles como los naturales de esa provincia, han quedado en gran necesidad, y que al servicio de su majestad y perpetuación y conservación de la dicha provincia conviene que los dichos vecinos sean ayudados y socorridos en ayudarles a hacer sus casas porque la dicha villa no se despueble.” LCW, Krauss Collection, ff. 185v-186",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 165",,Bradley,,,1551,Creciente de rí­o,Skopyk
1659,2023-06-04 06:37:27,,"El 9 de junio “a las cuatro de la tarde, cayó tan grande aguacero, que se anegaron las calles; duró hasta las 11 de la noch.” Robles, 1946, III:97; Maldonado, 1987:19",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 776",,Bradley,,,1700,Inundación,Skopyk
2229,2023-06-04 06:37:27,,"“Gobernador del pueblo de Tetitlán, contra su alcalde mayor, sobre tributos por la epidemia.” Siete de mayo de 1766. AGNM, Tributos, v. 41, e. 8, ff. 286-293",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 517",,Bradley,,,1766,Epidemia,Skopyk
2336,2023-06-04 06:37:27,,"Se informa que de acuerdo con el gobierno de Campeche, se emitirán los víveres necesarios para sufragar las calamida des que padece aquella provincia a causa de una plaga de langostas. AGNM, Correspondencia virreyes, 1a. serie, v. 18, ff. 43-44",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 619",,Bradley,,,1771,Plaga de langosta,Skopyk
1565,2023-06-04 06:37:27,,"“Para 1692 se inicia otra prolongada sequía que perdura hasta 1697. En esta última sequía se adquirió maíz con urgencia de otras latitudes.” Bistráin, 1981:13",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 667",,Bradley,,,1697,Sequí­a,Skopyk
3713,2023-06-04 06:37:27,,"“Testimonio de varias providencias dictadas por el virrey conde de Venadito, para evitar la falta y carestía del maíz por la escasez de éste, debido a la prohibición de las justicias de varios lugares que abastecen a la capital de México.” AGNM, Alhóndigas, v. 8, e. 15, ff. 358-394",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 280",,Bradley,,,1820,Carestí­a de Maíz,Skopyk
3230,2023-06-04 06:37:27,,"“El de Zapotlán el Grande informa: que la seca fue muy rigurosa por cuya causa hubo mucha mortandad de ganado vacuno, caballar y lanar, durando dicha seca hasta el día 15 del último junio que comenzó a llover, aunque con escasez, pero que han seguido las aguas, y están corrientes: que las semillas de maíz, frijol y chile ya están sembradas y nacidas, prometiendo[,] siempre que continúe este mismo temperamento una abundantísima cosecha.” AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 233",,Bradley,,,1794,Muerte de animales,Skopyk
3637,2023-06-04 06:37:27,,"El subdelegado propietario del ilustre ayuntamiento y junta municipal de la villa de Orizaba hace una visita al pueblo de San Juan Bautista Nogales, alias el “ingenio.” por haber recibido una denuncia de que en dicho pueblo se vende maíz y otras semillas con medidas alteradas. Julio de 1810. AGNM, Alhóndigas, v. 7, e. 9, ff. 270-283",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 208",,Bradley,,,1810,Respuesta autoridades virreinales,Skopyk
1470,2023-06-04 06:37:27,,"“Hubo nueva de la Veracruz de que no había salido la flota por las aguas y nortes.” Robles, 1946, II:75",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 561",,Bradley,,,1683,Vientos fuertes,Skopyk
2354,2023-06-04 06:37:27,,"“Se informa que en año de 1772 se padeció una peste de matlazahuatl.” AJP, e. 5083, f. 11",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 626",,Bradley,,,1772,Epidemia de matlazahuatl,Skopyk
2620,2023-06-04 06:37:27,,"“El año mencionado es conocido en la historia de México por el año del hambre, puesto que entonces se experimentó una de las mayores o más notables épocas de carestía de víveres en este país.” Amador, 1982:558",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 097",,Bradley,,,1785,Carestí­a de ví­veres,Skopyk
392,2023-06-04 06:37:27,,"“Gran mortandad entre los indios. Fuertes vientos derribaron árboles.” Sanders, 1970:36",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 085",,Bradley,,,1544,Muertes,Skopyk
1790,2023-06-04 06:37:27,,"Severa hambruna y epidemia. Farriss, 1992:108",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 104",,Bradley,,,1726,Hambruna,Skopyk
